web-scraper-order,web-scraper-start-url,Chiens,Chiens-href,Nom,Prix,Adresse,Image-src
"1739189070-514","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4186165","Chiot Berger Malinois","200 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4969271_uploaded_image1_1727731274.jpg"
"1739189072-515","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiens-labrador-4186378","Chiens Labrador","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4186378_uploaded_image2_1682164251.jpeg"
"1739189075-516","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-malinois-4186380","Berger malinois","250 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5078573_uploaded_image1_1733447779.jpg"
"1739189077-517","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4189681","Chiot berger malinois","130 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4189681_uploaded_image1_1682428415.jpg"
"1739189080-518","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiens-4190505","Chiens","150 000 CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_4190505_uploaded_image1_1682468019.jpg"
"1739189082-519","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chienne-malinoise-4191047","Chienne malinoise","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4191047_uploaded_image1_1682510654.jpg"
"1739189084-520","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chienne-malinois-4192516","Chien","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1739189087-521","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-4198141","Chien","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1739189089-522","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4203328","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739189092-523","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-4203333","Chiot Berger Allemand","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1739189094-524","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-allemand-4204043","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739189097-525","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-4206419","Chiots Caniches","150 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4206419_uploaded_image1_1683473050.jpg"
"1739189099-526","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4206427","Chiots Berger Allemand","150 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4206427_uploaded_image1_1683473206.jpg"
"1739189102-527","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-berger-belge-4206429","Chiots Berger Belge","250 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4206429_uploaded_image1_1683473426.jpg"
"1739189104-528","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4209184","Chiot Berger Allemand","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
"1739189107-529","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-4216138","Chien","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1739189109-530","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4219240","Chiots Pitbull","100 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4226576_uploaded_image1_1684815976.jpg"
"1739189112-531","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-pitbulls-4219520","Chiots Pitbulls","190 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4219520_uploaded_image2_1684323670.jpeg"
"1739189114-532","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4220216","Chiots Berger Allemand","125 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4220216_uploaded_image1_1684354056.jpg"
"1739189117-533","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4220294","Chiot Bichon Maltais","190 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4220294_uploaded_image1_1684360783.jpg"
"1739189119-534","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4221634","Chiot Berger Allemand","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1739189121-535","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4226576","Chiots Pitbull","100 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4226576_uploaded_image1_1684815976.jpg"
"1739189124-536","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-4227862","Chien American Bully","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4579870_uploaded_image1_1707162831.jpg"
"1739189126-537","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4235508","Chien","350 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4969495_uploaded_image1_1727744912.jpg"
"1739189129-538","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-4240673","Chiot Pitbull","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4240673_uploaded_image1_1685739306.jpg"
"1739189131-539","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-rottweiler-4242529","Chien  Rottweiler","350 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4242529_uploaded_image1_1685899419.jpg"
"1739189134-540","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-australien-4242936","Chiots  Bergers australien","650 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4242936_uploaded_image1_1685941455.jpg"
"1739189136-541","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4255782","Chiot Malinois 4 mois","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1739189138-542","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-4257284","Chiot Labrador","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136517_uploaded_image1_1736959572.jpg"
"1739189141-543","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4260253","Chiot malinois femelle","250 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4795597_uploaded_image1_1718373916.jpg"
"1739189143-544","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4263673","Chien berger Allemand","250 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4263673_uploaded_image1_1687280336.jpg"
"1739189145-545","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4266819","Chiot Berger Allemand","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1739189148-546","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4268216","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739189150-547","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4268527","Chiot Bichon","175 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739189153-548","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4277563","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739189155-549","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4277694","Chiot Bichon","175 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739189160-550","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-croise-husky-berger-allemand-4280738","Chiot croisé Husky / Berger Allemand","180 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4280738_uploaded_image2_1688487016.jpeg"
"1739189163-551","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-4283254","Chiots Cane Corso","350 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4295604_uploaded_image1_1689430034.jpg"
"1739189165-552","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-huskys-4284697","Chiots Husky","150 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4023358_uploaded_image1_1672057592.jpg"
"1739189168-553","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-4287921","Chiots Labradors","650 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4287921_uploaded_image1_1688944788.jpg"
"1739189170-554","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-4290173","Chien","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1739189173-555","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-akita-japonaise-4294289","Chiots  Akita japonaise","850 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4294289_uploaded_image1_1689338730.jpg"
"1739189175-556","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-4295604","Chiots Cane Corso","350 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4295604_uploaded_image1_1689430034.jpg"
"1739189177-557","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4296542","Chiots Berger Allemand","250 000 CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_5013765_uploaded_image1_1730056659.jpg"
"1739189180-558","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-4300394","Chiot Cane Corso","400 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4300394_uploaded_image1_1689770783.jpg"
"1739189182-559","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-spitz-nain-4305634","Chiot Spitz Nain","180 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4305634_uploaded_image1_1690146671.jpg"
"1739189184-560","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4307889","Chiot Bichon","175 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739189187-561","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-nain-4311860","Chiot  Bichon nain","200 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4311860_uploaded_image1_1690537675.jpg"
"1739189189-562","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4312162","Chiot Malinois 4 mois","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1739189192-563","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4314748","Chiot Bichon","175 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739189194-564","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4315045","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739189196-565","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4315123","Chiot Berger Allemand","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
"1739189199-566","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4318517","Chiot Malinois 4 mois","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1739189201-567","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-boerbull-4324260","Chiots  Boerbull","Prix sur demande","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4324260_uploaded_image1_1691322006.jpg"
